time,pitch,roll,yaw,ax,ay,az,gx,gy,gz,x,y,vx,vy
1732390553019,4.40244,-2.88353,-118.247,0.0445709,-0.047473,0.336252,-4.56018,-3.82788,-0.532959,11.8887,7,0.357134,-0.191939
1732390553081,4.46785,-2.94463,-118.199,-0.229147,-0.0708761,0.705158,-1.53491,-5.44214,1.1427,11.9023,6.99023,0.374885,-0.201404
1732390553081,4.57819,-2.83055,-118.271,-0.130659,-0.111665,1.19496,-2.58875,-2.63257,-1.65356,11.917,6.98242,0.392084,-0.211012
1732390553151,4.48436,-2.85863,-118.262,0.158703,0.0749435,0.236591,-3.1521,-1.6521,0.5896,11.9326,6.97559,0.38643,-0.20792
1732390553151,4.55382,-2.90141,-118.31,-0.340697,0.0698471,1.15536,-5.99817,3.28162,-3.86902,11.9473,6.96582,0.37115,-0.200696
1732390553207,4.54938,-2.98584,-118.327,0.009758,0.0921707,0.714186,-2.71448,-2.68152,-1.89893,11.9629,6.95801,0.368897,-0.199278
1732390553268,4.29025,-2.98119,-118.283,0.29879,-0.189212,2.36576,6.25732,1.94763,-0.967041,11.9785,6.9502,0.371457,-0.199599
1732390553268,4.07758,-3.05013,-118.192,-0.273003,-0.129622,1.85411,12.0883,0.704956,0,11.9932,6.94238,0.359169,-0.192046
1732390553331,3.99965,-2.92435,-118.113,-0.30326,-0.0939522,1.55685,2.08325,0.250366,0.818481,12.0068,6.93555,0.335087,-0.178949
1732390553331,3.92931,-2.87025,-118.157,0.119381,-0.305654,1.45751,0.77124,-1.19092,1.37451,12.0186,6.92969,0.309256,-0.16498
1732390553393,3.94418,-3.17329,-118.189,0.0746326,-0.0375328,1.45401,6.65356,-5.48218,-3.55444,12.0312,6.92188,0.313918,-0.167947
1732390553457,4.06659,-3.19799,-118.216,-0.0499268,-0.11668,1.12276,-4.77417,1.5824,-5.29492,12.043,6.91406,0.324782,-0.174397
1732390553457,4.05788,-3.32408,-118.221,0.0136681,0.0804749,0.721987,-1.83032,0.554077,-0.969604,12.0586,6.90625,0.329579,-0.177358
1732390553534,4.19698,-3.31491,-118.311,-0.0780497,0.0891628,1.13034,-6.1051,-0.0825195,0,12.0693,6.90039,0.335677,-0.180917
1732390553597,4.24327,-3.26836,-118.298,-0.0680885,-0.310163,1.08595,1.61365,0.932983,0.912964,12.083,6.89355,0.358452,-0.193129
1732390553597,4.353,-3.20623,-118.332,-0.0280437,-0.109042,0.92584,1.61572,-0.984009,0,12.083,6.89355,0.358452,-0.193129
1732390553659,4.54327,-3.02181,-118.342,0.0465775,-0.075386,1.01659,-1.43225,1.28931,0.401978,12.1133,6.87793,0.377066,-0.203711
1732390553659,4.45938,-3.15956,-118.392,-0.099822,-0.146656,0.870737,5.11694,-4.10461,4.20337,12.1309,6.86816,0.389541,-0.210226
