time,pitch,roll,yaw,ax,ay,az,gx,gy,gz,x,y,vx,vy
1732389388293,3.72256,-2.85332,-132.901,-0.0468922,-0.0623198,0.993481,-0.130859,0.0407715,0,-0.00195312,0.00195312,0,0
1732389388293,3.73647,-2.84571,-132.901,-0.0505886,-0.0661354,0.989292,0.0515137,0.0372314,0,-0.00195312,0.00195312,0,0
1732389388350,3.74857,-2.84544,-132.902,-0.0546274,-0.0660791,0.993095,-0.00683594,0.0955811,0,-0.00195312,0.00195312,0,0
1732389388413,3.73653,-2.84534,-132.901,-0.0504599,-0.0661335,0.985338,0.0462646,-0.210449,0,-0.00195312,0.00195312,0,0
1732389388475,3.71434,-2.84855,-132.901,-0.0424681,-0.0623693,0.977816,0.10437,-0.269165,0,-0.00195312,0.00195312,0,0
1732389388475,3.71257,-2.8478,-132.9,-0.0506744,-0.0622587,0.989378,-0.129272,0.0345459,0,-0.00195312,0.00195312,0,0
1732389388537,3.72156,-2.83778,-132.901,-0.0504179,-0.062254,0.98147,-0.0720215,-0.0869141,0,-0.00195312,0.00195312,0,0
1732389388537,3.7074,-2.84132,-132.901,-0.0428104,-0.0701342,0.99346,0.0467529,-0.145508,0,-0.00195312,0.00195312,0,0
1732389388603,3.72226,-2.81979,-132.902,-0.0430241,-0.0662594,0.997499,0.106079,-0.208252,0,-0.00195312,0.00195312,0,0
1732389388661,3.72662,-2.79536,-132.902,-0.0466776,-0.0661945,0.989441,-0.00793457,0.0998535,0,-0.00195312,0.00195312,0,0
1732389388661,3.72195,-2.79521,-132.902,-0.0506744,-0.0622587,0.989378,0.050293,-0.0258789,0,-0.00195312,0.00195312,0,0
1732389388742,3.73019,-2.8268,-132.902,-0.0547132,-0.0622015,0.993181,-0.0720215,-0.0200195,0,-0.00195312,0.00195312,0,0
1732389388742,3.7444,-2.82993,-132.902,-0.0507164,-0.0661383,0.993246,-0.0699463,0.0388184,0,-0.00195312,0.00195312,0,0
1732389388801,3.73843,-2.83479,-132.901,-0.0546274,-0.0660791,0.993095,0.111084,0.0390625,0,-0.00195312,0.00195312,0,0
1732389388864,3.72092,-2.84664,-132.901,-0.0465927,-0.0700722,0.989357,0.059082,0.341431,0,-0.00195312,0.00195312,0,0
1732389388864,3.7323,-2.84833,-132.901,-0.0471058,-0.0584459,0.99752,0.0524902,0.032959,0,-0.00195312,0.00195312,0,0
1732389388925,3.7272,-2.85281,-132.901,-0.0546274,-0.0660791,0.993095,0.0510254,0.0390625,0,-0.00195312,0.00195312,0,0
1732389388993,3.74147,-2.85248,-132.901,-0.0425539,-0.0701284,0.985552,-0.0158691,-0.204468,0,-0.00195312,0.00195312,0,0
1732389388993,3.73117,-2.8438,-132.901,-0.0510588,-0.0622654,1.00124,-0.128296,0.0975342,0,-0.00195312,0.00195312,0,0
1732389389050,3.72427,-2.84071,-132.901,-0.0506744,-0.0622587,0.989378,-0.0090332,0.0369873,0,-0.00195312,0.00195312,0,0
1732389389113,3.74622,-2.83846,-132.901,-0.0544987,-0.0660763,0.989141,-0.00378418,0.284424,0,-0.00195312,0.00195312,0,0
1732389389113,3.71477,-2.84308,-132.9,-0.0465927,-0.0700722,0.989357,0.0429688,-0.265259,0,-0.00195312,0.00195312,0,0
1732389389176,3.72702,-2.83713,-132.901,-0.0543709,-0.0660744,0.985188,-0.0710449,-0.0240479,0,-0.00195312,0.00195312,0,0
1732389389176,3.75127,-2.85344,-132.9,-0.0622778,-0.0620785,0.984974,-0.0736084,-0.0809326,0,-0.00195312,0.00195312,0,0
1732389389238,3.7795,-2.84369,-132.901,-0.0505028,-0.070013,0.989206,-0.012207,-0.0178223,0,-0.00195312,0.00195312,0,0
1732389389301,3.76001,-2.84406,-132.901,-0.0503321,-0.0661306,0.981384,-0.0111084,-0.0888672,0,-0.00195312,0.00195312,0,0
1732389389301,3.75293,-2.85245,-132.9,-0.0584097,-0.0660172,0.988991,-0.128296,0.0975342,0,-0.00195312,0.00195312,0,0
1732389389367,3.76111,-2.83778,-132.901,-0.0429811,-0.0623798,0.993631,-0.0720215,-0.0200195,0,-0.00195312,0.00195312,0,0
1732389389426,3.75232,-2.83816,-132.901,-0.0467205,-0.0700741,0.993309,0.108765,-0.0844727,0,-0.00195312,0.00195312,0,0
1732389389426,3.74326,-2.85541,-132.9,-0.0508451,-0.0661402,0.997198,0.109253,-0.0865479,0,-0.00195312,0.00195312,0,0
